name,count_m,count_f,year,count_total,proportion
Freddie,29,25,1901,54,0.03703703703703709
Sammie,19,20,1901,39,0.01282051282051283
Theo,18,19,1901,37,0.013513513513513487
Odell,19,16,1901,35,0.042857142857142816
Dee,16,17,1901,33,0.015151515151515138
Augustine,13,14,1901,27,0.018518518518518545
Lorenza,9,8,1901,17,0.02941176470588236
Estel,8,8,1901,16,0.0
Jimmie,118,98,1900,216,0.04629629629629628
Alva,73,67,1900,140,0.021428571428571463
Odell,29,29,1900,58,0.0
Dana,19,20,1900,39,0.01282051282051283
Unknown,16,15,1900,31,0.016129032258064502
Jonnie,15,16,1900,31,0.016129032258064502
Oral,15,13,1900,28,0.0357142857142857
Laurie,11,13,1900,24,0.041666666666666685
Earlie,11,11,1900,22,0.0
Jodie,11,10,1900,21,0.023809523809523836
Jimmie,61,54,1899,115,0.0304347826086957
Freddie,25,21,1899,46,0.04347826086956519
Sammie,19,22,1899,41,0.036585365853658514
Dana,15,15,1899,30,0.0
Jodie,13,12,1899,25,0.020000000000000018
Odell,12,10,1899,22,0.045454545454545414
Dell,8,9,1899,17,0.02941176470588236
Courtney,8,8,1899,16,0.0
Jonnie,8,7,1899,15,0.033333333333333326
Orie,8,7,1899,15,0.033333333333333326
Jimmie,64,60,1898,124,0.016129032258064502
Alva,67,56,1898,123,0.04471544715447151
Freddie,20,21,1898,41,0.012195121951219523
Sammie,14,17,1898,31,0.04838709677419356
Augustine,14,14,1898,28,0.0
Odie,13,13,1898,26,0.0
Dell,12,14,1898,26,0.038461538461538436
Odell,10,12,1898,22,0.04545454545454547
Jodie,9,8,1898,17,0.02941176470588236
Montie,7,8,1898,15,0.033333333333333326
Jimmie,49,58,1897,107,0.042056074766355145
Odell,13,11,1897,24,0.04166666666666663
Sammie,12,12,1897,24,0.0
Augustine,12,11,1897,23,0.021739130434782594
Ossie,9,10,1897,19,0.026315789473684237
Jule,9,9,1897,18,0.0
Dell,9,8,1897,17,0.02941176470588236
Bernie,8,8,1897,16,0.0
Earlie,7,7,1897,14,0.0
Dennie,6,5,1897,11,0.045454545454545414
Alva,68,76,1896,144,0.02777777777777779
Odie,16,17,1896,33,0.015151515151515138
Jodie,13,13,1896,26,0.0
Ivory,10,12,1896,22,0.04545454545454547
Earlie,10,9,1896,19,0.02631578947368418
Garnett,9,10,1896,19,0.026315789473684237
Bee,9,9,1896,18,0.0
Offie,7,6,1896,13,0.038461538461538436
Laurel,6,6,1896,12,0.0
Mannie,6,6,1896,12,0.0
Johnnie,120,103,1895,223,0.03811659192825112
Alva,74,61,1895,135,0.04814814814814816
Tommie,38,38,1895,76,0.0
Byrd,10,10,1895,20,0.0
Shellie,8,9,1895,17,0.02941176470588236
Vester,8,8,1895,16,0.0
Courtney,7,8,1895,15,0.033333333333333326
Ernie,7,8,1895,15,0.033333333333333326
Bee,7,7,1895,14,0.0
Alvie,7,6,1895,13,0.038461538461538436
Jimmie,44,53,1894,97,0.04639175257731959
Tommie,31,29,1894,60,0.01666666666666672
Freddie,28,26,1894,54,0.01851851851851849
Dell,13,11,1894,24,0.04166666666666663
Ivory,8,9,1894,17,0.02941176470588236
Orie,8,8,1894,16,0.0
Rene,7,7,1894,14,0.0
Augustine,6,7,1894,13,0.038461538461538436
Quincy,5,5,1894,10,0.0
Jimmie,46,52,1893,98,0.030612244897959162
Tommie,27,30,1893,57,0.026315789473684237
Arlie,18,16,1893,34,0.02941176470588236
Odie,14,16,1893,30,0.033333333333333326
Oral,10,11,1893,21,0.023809523809523836
Sammie,9,11,1893,20,0.04999999999999999
Otha,9,9,1893,18,0.0
Stacy,7,7,1893,14,0.0
Carlie,6,7,1893,13,0.038461538461538436
Lexie,6,6,1893,12,0.0
Arlie,18,16,1892,34,0.02941176470588236
Jodie,10,9,1892,19,0.02631578947368418
Stacy,8,7,1892,15,0.033333333333333326
Quincy,7,6,1892,13,0.038461538461538436
Rene,7,6,1892,13,0.038461538461538436
Monte,6,7,1892,13,0.038461538461538436
Dennie,5,5,1892,10,0.0
Lemmie,5,5,1892,10,0.0
Orrie,5,5,1892,10,0.0
Jimmie,40,41,1891,81,0.006172839506172867
Tommie,28,25,1891,53,0.028301886792452824
Arlie,16,16,1891,32,0.0
Gene,15,16,1891,31,0.016129032258064502
Verne,13,13,1891,26,0.0
Jule,10,12,1891,22,0.04545454545454547
Garnett,8,9,1891,17,0.02941176470588236
Oral,8,7,1891,15,0.033333333333333326
Jonnie,7,8,1891,15,0.033333333333333326
Zollie,6,7,1891,13,0.038461538461538436
Louie,39,33,1890,72,0.04166666666666663
Augustine,13,14,1890,27,0.018518518518518545
Theo,12,12,1890,24,0.0
Freddie,9,10,1890,19,0.026315789473684237
Billie,8,9,1890,17,0.02941176470588236
Bee,8,7,1890,15,0.033333333333333326
Orie,7,8,1890,15,0.033333333333333326
Shellie,7,8,1890,15,0.033333333333333326
Dana,7,7,1890,14,0.0
Orrie,7,6,1890,13,0.038461538461538436
Merle,35,42,1889,77,0.04545454545454547
Tommie,32,29,1889,61,0.024590163934426257
Odie,17,16,1889,33,0.015151515151515138
Sammie,14,16,1889,30,0.033333333333333326
Lonie,14,15,1889,29,0.017241379310344807
Billie,14,13,1889,27,0.01851851851851849
Arlie,11,12,1889,23,0.021739130434782594
Golden,9,11,1889,20,0.04999999999999999
Augustine,8,9,1889,17,0.02941176470588236
Mell,8,8,1889,16,0.0
Jimmie,32,36,1888,68,0.02941176470588236
Tommie,21,20,1888,41,0.012195121951219523
Gene,12,12,1888,24,0.0
Bee,10,10,1888,20,0.0
Golden,10,9,1888,19,0.02631578947368418
Augustine,9,9,1888,18,0.0
Ossie,8,8,1888,16,0.0
Freddie,7,8,1888,15,0.033333333333333326
Kay,6,6,1888,12,0.0
Jimmie,33,32,1887,65,0.007692307692307665
Louie,31,28,1887,59,0.025423728813559365
Tommie,18,21,1887,39,0.038461538461538436
Golden,7,8,1887,15,0.033333333333333326
Ivory,7,7,1887,14,0.0
Laurel,5,6,1887,11,0.04545454545454547
Sammie,5,6,1887,11,0.04545454545454547
Orie,5,5,1887,10,0.0
Jimmie,37,36,1886,73,0.006849315068493178
Shirley,17,16,1886,33,0.015151515151515138
Dana,8,8,1886,16,0.0
Jodie,8,7,1886,15,0.033333333333333326
Byrd,7,8,1886,15,0.033333333333333326
Guadalupe,7,8,1886,15,0.033333333333333326
Hollie,7,6,1886,13,0.038461538461538436
Laurie,6,7,1886,13,0.038461538461538436
Gay,6,5,1886,11,0.045454545454545414
Montie,5,6,1886,11,0.04545454545454547
Jimmie,25,28,1885,53,0.028301886792452824
Shirley,17,16,1885,33,0.015151515151515138
Tracy,12,12,1885,24,0.0
Love,7,8,1885,15,0.033333333333333326
Odie,7,7,1885,14,0.0
Ossie,7,6,1885,13,0.038461538461538436
Laverne,6,7,1885,13,0.038461538461538436
Atha,5,6,1885,11,0.04545454545454547
Olie,5,6,1885,11,0.04545454545454547
Sammie,5,6,1885,11,0.04545454545454547
Marion,184,181,1884,365,0.004109589041095929
Merle,19,16,1884,35,0.042857142857142816
Dana,11,10,1884,21,0.023809523809523836
Verne,8,8,1884,16,0.0
Byrd,8,7,1884,15,0.033333333333333326
Freddie,8,7,1884,15,0.033333333333333326
Lonie,8,7,1884,15,0.033333333333333326
Jewel,6,6,1884,12,0.0
Sammie,5,6,1884,11,0.04545454545454547
Marion,163,184,1883,347,0.030259365994236287
Dell,11,13,1883,24,0.041666666666666685
Orrie,7,7,1883,14,0.0
Bee,7,6,1883,13,0.038461538461538436
Dana,6,7,1883,13,0.038461538461538436
Orie,6,5,1883,11,0.045454545454545414
Mannie,5,6,1883,11,0.04545454545454547
Jodie,5,5,1883,10,0.0
Marion,157,141,1882,298,0.02684563758389258
Jimmie,20,22,1882,42,0.023809523809523836
Merle,13,11,1882,24,0.04166666666666663
Theo,12,10,1882,22,0.045454545454545414
Odie,11,10,1882,21,0.023809523809523836
Augustine,8,8,1882,16,0.0
Tommie,8,8,1882,16,0.0
Gail,7,8,1882,15,0.033333333333333326
Camille,6,7,1882,13,0.038461538461538436
Verne,5,6,1882,11,0.04545454545454547
Louie,31,28,1881,59,0.025423728813559365
Jimmie,20,22,1881,42,0.023809523809523836
Fay,15,18,1881,33,0.04545454545454547
Dell,13,12,1881,25,0.020000000000000018
Ocie,9,11,1881,20,0.04999999999999999
Theo,8,8,1881,16,0.0
Bird,6,6,1881,12,0.0
Fay,15,13,1880,28,0.0357142857142857
Erie,6,6,1880,12,0.0
Sammie,6,6,1880,12,0.0
Jewel,5,5,1880,10,0.0
